state,district,Enrolments,Updates,UER,Youth_Ratio,Child_Dependency,UER_ZScore,Is_Anomaly,Zone_Strategy,Predicted_Trajectory
Andhra Pradesh,Krishna,6737.0,345096.0,51.21638468388246,0.9949532432833605,176.0857142857143,0.5836778916874146,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Kurnool,11770.0,528278.0,44.87961940361907,0.9979609175870858,436.92,0.4349942765364335,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Mahabub Nagar,1511.0,26665.0,17.63558201058201,1.0,1079.0,-0.2042501631340362,False,YELLOW: Hybrid Center,Stable in current zone
Andhra Pradesh,Mahabubnagar,7.0,201.0,25.125,1.0,7.0,-0.028521113249270195,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Mahbubnagar,722.0,24636.0,34.0746887966805,1.0,511.0,0.1814712134211252,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Medak,1406.0,35408.0,25.165600568585642,0.9992887624466572,588.0,-0.027568475894482816,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,N. T. R,933.0,51629.0,55.27730192719486,0.9506966773847803,16.80851063829787,0.6789618149290132,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Nalgonda,1167.0,62497.0,53.507705479452056,1.0,951.0,0.6374406309223685,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Nandyal,905.0,38025.0,41.97019867549669,0.9933701657458563,122.85714285714286,0.3667286595031238,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Nellore,5367.0,226600.0,42.21311475409836,0.9996273523383641,1537.0,0.3724283562959479,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Nizamabad,524.0,16520.0,31.466666666666665,1.0,453.0,0.12027750629550786,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Palnadu,860.0,35548.0,41.28687572590012,0.9709302325581395,29.192307692307693,0.3506954119441378,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Parvathipuram Manyam,508.0,20021.0,39.33398821218075,0.984251968503937,51.55555555555556,0.30487355131322963,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Prakasam,7623.0,332797.0,43.65123294858342,0.9919979010888101,103.30645161290323,0.40617185202497896,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Rangareddi,1883.0,76832.0,40.78131634819533,1.0,1478.0,0.338833145846836,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Spsr Nellore,2183.0,0.0,0.0,0.8612001832340815,3.838815789473684,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Andhra Pradesh,Sri Potti Sriramulu Nellore,1614.0,32200.0,19.938080495356036,0.8122676579925651,2.2664473684210527,-0.15022515456031976,False,YELLOW: Hybrid Center,Stable in current zone
Andhra Pradesh,Sri Sathya Sai,938.0,32522.0,34.63471778487753,0.9797441364605544,43.95,0.19461153515812032,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Srikakulam,4300.0,328306.0,76.33248081841433,0.998139534883721,461.8888888888889,1.1729930716882997,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Tirupati,1719.0,43628.0,25.365116279069767,0.8673647469458988,3.502183406113537,-0.022887109960574793,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Andhra Pradesh,Visakhapatanam,226.0,0.0,0.0,0.9469026548672567,14.307692307692308,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Andhra Pradesh,Visakhapatnam,8178.0,468496.0,57.28035212128622,0.9963316214233309,248.0,0.7259606749174012,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Vizianagaram,3856.0,238885.0,61.93544205340939,0.9992219917012448,923.75,0.8351860555886321,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Warangal,1059.0,86524.0,81.62641509433962,1.0,858.0,1.297208069672815,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,West Godavari,5935.0,347220.0,58.49393530997305,0.9959561920808762,222.72,0.7544357608326732,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Andhra Pradesh,Y. S. R,823.0,36794.0,44.65291262135922,0.959902794653706,21.705882352941178,0.4296749089293318,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Anjaw,37.0,1931.0,50.81578947368421,0.918918918918919,5.75,0.5742784676232229,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Arunachal Pradesh,Changlang,803.0,13842.0,17.21641791044776,0.9838107098381071,34.714285714285715,-0.21408528105193983,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Dibang Valley,10.0,631.0,57.36363636363637,1.0,7.0,0.7279148268687602,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Arunachal Pradesh,East Kameng,181.0,5719.0,31.423076923076923,0.9226519337016574,5.866666666666666,0.11925473199761596,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,East Siang,168.0,5824.0,34.46153846153846,0.9880952380952381,26.666666666666668,0.19054811688008313,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Kamle,30.0,461.0,14.870967741935484,0.9333333333333333,1.0,-0.26911809271328446,False,GREEN: Enrolment Van,Stable in current zone
Arunachal Pradesh,Kra Daadi,81.0,1754.0,21.390243902439025,0.9506172839506173,3.6,-0.1161521069397063,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Kurung Kumey,75.0,3725.0,49.01315789473684,0.84,1.4615384615384615,0.5319821590037445,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Leparada,3.0,59.0,14.75,0.6666666666666666,0.0,-0.27195643694604904,False,GREEN: Enrolment Van,Stable in current zone
Arunachal Pradesh,Lohit,166.0,5757.0,34.47305389221557,0.9939759036144579,51.0,0.19081831086508452,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Longding,897.0,4084.0,4.547884187082405,0.9587513935340022,3.710526315789474,-0.5113352673373378,False,GREEN: Enrolment Van,Stable in current zone
Arunachal Pradesh,Lower Dibang Valley,109.0,3405.0,30.954545454545453,0.981651376146789,19.333333333333332,0.10826127564059566,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Lower Siang,31.0,752.0,23.5,0.9032258064516129,2.5,-0.06664953744274159,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Lower Subansiri,105.0,4201.0,39.632075471698116,1.0,50.0,0.3118677651455666,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Namsai,150.0,8138.0,53.89403973509934,0.9933333333333333,47.5,0.6465054410022384,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Arunachal Pradesh,Pakke Kessang,4.0,161.0,32.2,0.75,1.0,0.13748417977768992,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Papum Pare,447.0,14181.0,31.654017857142858,0.9888143176733781,33.5,0.12467344824235593,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Shi-yomi,35.0,767.0,21.305555555555557,0.8571428571428571,1.3333333333333333,-0.1181392043023012,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Siang,103.0,2086.0,20.057692307692307,0.9611650485436893,7.8,-0.14741862537920764,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Tawang,154.0,3415.0,22.032258064516128,0.9545454545454546,13.0,-0.10108811413361898,False,YELLOW: Hybrid Center,Stable in current zone
Arunachal Pradesh,Tirap,99.0,2883.0,28.83,0.98989898989899,29.5,0.05841169391184453,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,Upper Siang,43.0,3117.0,70.8409090909091,0.9767441860465116,10.5,1.0441407785712573,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Arunachal Pradesh,Upper Subansiri,143.0,5715.0,39.6875,0.916083916083916,5.846153846153846,0.31316822663837723,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,West Kameng,278.0,8031.0,28.78494623655914,0.935251798561151,8.263157894736842,0.05735456837093047,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Arunachal Pradesh,West Siang,192.0,8198.0,42.476683937823836,0.9895833333333334,36.666666666666664,0.37861265022912444,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Assam,Bajali,29.0,867.0,28.9,0.9310344827586207,6.333333333333333,0.060054149107871,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Assam,Baksa,3699.0,34467.0,9.315405405405405,0.8918626655852934,5.286783042394015,-0.3994718388058949,False,GREEN: Enrolment Van,Stable in current zone
Assam,Barpeta,14383.0,154563.0,10.745481090100112,0.9630118890356671,19.784240150093808,-0.36591704967678174,False,GREEN: Enrolment Van,Stable in current zone
Assam,Biswanath,1329.0,20573.0,15.468421052631578,0.9428141459744168,10.246753246753247,-0.2550996599341986,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Bongaigaon,3175.0,75732.0,23.84508816120907,0.9291338582677166,10.283185840707965,-0.05855251110752654,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Cachar,17514.0,124164.0,7.089009420496717,0.9128126070572113,7.5091623036649215,-0.4517112052891194,False,GREEN: Enrolment Van,Stable in current zone
Assam,Charaideo,1189.0,18206.0,15.299159663865547,0.8368376787216149,3.3794871794871795,-0.2590711491837046,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Chirang,3348.0,40484.0,12.088384592415647,0.921146953405018,7.59622641509434,-0.3344076377462063,False,GREEN: Enrolment Van,Stable in current zone
Assam,Darrang,7595.0,54584.0,7.185887309110058,0.830019749835418,3.3978328173374615,-0.44943809683864727,False,GREEN: Enrolment Van,Stable in current zone
Assam,Dhemaji,6901.0,43079.0,6.24152419588525,0.8274163164758731,3.2416107382550337,-0.4715962982993874,False,GREEN: Enrolment Van,Stable in current zone
Assam,Dhubri,12646.0,140274.0,11.09148414643789,0.9711371184564289,23.038251366120218,-0.3577985565664529,False,GREEN: Enrolment Van,Stable in current zone
Assam,Dibrugarh,7062.0,53254.0,7.539855585445278,0.7887284055508355,2.608841259209645,-0.44113271062871423,False,GREEN: Enrolment Van,Stable in current zone
Assam,Dima Hasao,250.0,305.0,1.2151394422310757,0.888,4.103448275862069,-0.5895336090974942,False,GREEN: Enrolment Van,Stable in current zone
Assam,Goalpara,9898.0,68191.0,6.888675623800384,0.9194786825621337,8.62280701754386,-0.456411766508028,False,GREEN: Enrolment Van,Stable in current zone
Assam,Golaghat,11505.0,48078.0,4.178515557100643,0.8330291177748805,2.880853277835588,-0.5200020019882339,False,GREEN: Enrolment Van,Stable in current zone
Assam,Hailakandi,5578.0,42425.0,7.604409392364223,0.9442452491932593,12.262820512820513,-0.4396180429773241,False,GREEN: Enrolment Van,Stable in current zone
Assam,Hojai,7050.0,54310.0,7.702453552687562,0.9780141843971631,33.8974358974359,-0.4373175695407081,False,GREEN: Enrolment Van,Stable in current zone
Assam,Jorhat,4887.0,36067.0,7.378682487725041,0.8240229179455699,3.3739837398373984,-0.44491441908314683,False,GREEN: Enrolment Van,Stable in current zone
Assam,Kamrup,13666.0,87836.0,6.4268676373746985,0.9279233133323577,9.443204868154158,-0.4672474654633335,False,GREEN: Enrolment Van,Stable in current zone
Assam,Kamrup Metro,6046.0,52953.0,8.756904250041343,0.7788620575587165,1.9835575485799701,-0.41257631201467326,False,GREEN: Enrolment Van,Stable in current zone
Assam,Karbi Anglong,8107.0,70327.0,8.673778983719783,0.8665350931293944,2.6943674976915974,-0.4145267338088294,False,GREEN: Enrolment Van,Stable in current zone
Assam,Karimganj,14833.0,77060.0,5.194822704597546,0.9599541562731747,15.690756302521008,-0.49615573120016077,False,GREEN: Enrolment Van,Stable in current zone
Assam,Kokrajhar,4609.0,51528.0,11.177440347071583,0.8876111954870904,4.853564547206166,-0.35578171073271714,False,GREEN: Enrolment Van,Stable in current zone
Assam,Lakhimpur,7199.0,65184.0,9.053333333333333,0.9099874982636478,7.2819722650231125,-0.40562100504172627,False,GREEN: Enrolment Van,Stable in current zone
Assam,Majuli,515.0,6663.0,12.912790697674419,0.9786407766990292,28.916666666666668,-0.3150640650145176,False,GREEN: Enrolment Van,Stable in current zone
Assam,Marigaon,10487.0,77746.0,7.412852784134249,0.9214265280823877,8.163636363636364,-0.44411265935618877,False,GREEN: Enrolment Van,Stable in current zone
Assam,Nagaon,12873.0,215256.0,16.720211278545907,0.9694709857841994,22.84771573604061,-0.22572809763579677,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Nalbari,3881.0,41212.0,10.61617722823287,0.9497552177273898,13.821428571428571,-0.3689509896737837,False,GREEN: Enrolment Van,Stable in current zone
Assam,North Cachar Hills,1058.0,7623.0,7.198300283286119,0.8705103969754253,3.630434782608696,-0.44914684321102416,False,GREEN: Enrolment Van,Stable in current zone
Assam,Sibsagar,2737.0,24450.0,8.929875821767714,0.7581293386919985,2.354449472096531,-0.4085177683468612,False,GREEN: Enrolment Van,Stable in current zone
Assam,Sivasagar,422.0,0.0,0.0,0.7511848341232228,1.9245283018867925,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Assam,Sonitpur,9197.0,73693.0,8.011850402261361,0.8942046319451995,5.647843942505133,-0.43005799149475515,False,GREEN: Enrolment Van,Stable in current zone
Assam,South Salmara Mankachar,1472.0,25895.0,17.57976917854718,0.96875,22.595744680851062,-0.20555973564804414,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Sribhumi,169.0,5444.0,32.023529411764706,0.9349112426035503,9.583333333333334,0.13334353642636265,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Assam,Tamulpur District,55.0,1338.0,23.892857142857142,1.0,22.0,-0.05743167664871555,False,YELLOW: Hybrid Center,Stable in current zone
Assam,Tinsukia,8384.0,54498.0,6.499463327370304,0.8052242366412213,2.3769889840881273,-0.4655441059170134,False,GREEN: Enrolment Van,Stable in current zone
Assam,Udalguri,4565.0,42128.0,9.226456416995182,0.8718510405257394,4.535836177474403,-0.4015589063515473,False,GREEN: Enrolment Van,Stable in current zone
Assam,West Karbi Anglong,1884.0,4843.0,2.5692307692307694,0.7308917197452229,0.7677165354330708,-0.5577616900128511,False,GREEN: Enrolment Van,Stable in current zone
BALANAGAR,IDPL COLONY,0.0,0.0,0.0,,,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Araria,15579.0,310759.0,19.94602053915276,0.9919763784581809,78.88095238095238,-0.15003885218616828,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Arwal,3866.0,58474.0,15.121282648047583,0.9912053802379721,23.2,-0.26324479245347454,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Aurangabad,10170.0,202270.0,19.886933438206665,0.9928220255653883,40.554054054054056,-0.1514252509856976,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Aurangabad(BH),8.0,34.0,3.7777777777777777,1.0,5.0,-0.5294047712438473,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Aurangabad(bh),105.0,892.0,8.415094339622641,1.0,44.0,-0.42059641863496655,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Banka,11074.0,196347.0,17.728848758465013,0.9928661730178797,77.475,-0.20206178521008009,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Begusarai,13209.0,280198.0,21.2110522331567,0.9956090544325839,137.38983050847457,-0.12035659677252644,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Bhabua,31.0,165.0,5.15625,1.0,14.0,-0.4970607874728898,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Bhagalpur,21062.0,303340.0,14.401557233062716,0.9821004652929446,27.66137566137566,-0.2801321745613916,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Bhojpur,13357.0,239337.0,17.91712831262165,0.9920640862469118,29.30841121495327,-0.19764406046679275,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Buxar,7240.0,130930.0,18.081756663444274,0.9911602209944751,38.89230769230769,-0.19378127917790866,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Darbhanga,15765.0,364308.0,23.10719269313713,0.9954963526799873,139.125,-0.07586622890265704,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,East Champaran,29323.0,460162.0,15.6923339244305,0.9725471472905228,12.589330024813895,-0.2498458476521508,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Gaya,27401.0,380346.0,13.880227720604335,0.9841246669829569,15.417431192660551,-0.29236446551252315,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Gopalganj,15148.0,209351.0,13.819460030365041,0.9870609981515711,26.918781725888326,-0.29379029706372395,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Jamui,10382.0,149077.0,14.3577963979582,0.9845887112309767,32.254658385093165,-0.2811589632899612,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Jehanabad,4883.0,83791.0,17.156224406224407,0.9711243088265411,6.443661971830986,-0.21549764010592107,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Kaimur (Bhabua),7825.0,145175.0,18.550345003833375,0.9891373801916933,35.26744186046512,-0.18278648839977302,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Katihar,16350.0,397574.0,24.314965445538498,0.9929663608562691,97.6896551724138,-0.047527477005502666,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Khagaria,8196.0,155528.0,18.97377089178968,0.9915812591508053,62.114285714285714,-0.17285137340254514,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Kishanganj,8764.0,286420.0,32.677695379349686,0.997147421268827,267.5769230769231,0.14869265489098588,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Bihar,Lakhisarai,6155.0,98380.0,15.981156595191683,0.9889520714865963,38.608695652173914,-0.24306901484755158,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Madhepura,9027.0,209098.0,23.16105449712007,0.9956796277833168,114.275,-0.07460243461952648,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Madhubani,25930.0,419826.0,16.190119933670125,0.9692248360971847,15.76720901126408,-0.2381659731180808,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Monghyr,49.0,381.0,7.62,1.0,29.0,-0.4392522304841727,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Munger,6087.0,106418.0,17.479960578186596,0.9822572695909315,22.431192660550458,-0.20790160928047802,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Muzaffarpur,28855.0,415461.0,14.397733573606876,0.9769537341881823,21.15165165165165,-0.28022189155197846,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Nalanda,14575.0,270445.0,18.55413007683864,0.9906689536878216,26.83211678832117,-0.18269767678798965,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Nawada,15413.0,172763.0,11.208187362138316,0.9811198339064426,9.39041095890411,-0.3550602736661648,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Pashchim Champaran,16359.0,1473.0,0.09003667481662592,0.9656458218717525,8.987566607460035,-0.6159326217604029,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Patna,24644.0,452786.0,18.37232704402516,0.9696477844505762,9.005340453938585,-0.18696343872938778,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Purba Champaran,127.0,1198.0,9.359375,1.0,61.0,-0.3984401518186224,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Purbi Champaran,14871.0,0.0,0.0,0.9462040212494116,4.9937578027465666,-0.6180452103944817,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Purnea,257.0,7760.0,30.07751937984496,1.0,169.0,0.08768304659141692,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Bihar,Purnia,20100.0,371925.0,18.502810805432567,0.9908457711442786,65.91891891891892,-0.18390181398766386,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Rohtas,7939.0,229455.0,28.898614609571787,0.9901750850233026,34.69620253164557,0.060021642797766124,False,YELLOW: Hybrid Center,Will transition to RED within 2-3 years
Bihar,Saharsa,13063.0,201043.0,15.389084507042254,0.9843068207915486,30.490291262135923,-0.25696118452759825,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Samastipur,19207.0,402457.0,20.952571845064558,0.9931795699484562,85.52272727272727,-0.12642148900813893,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Samstipur,82.0,643.0,7.746987951807229,1.0,41.0,-0.4362726301801936,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Saran,24218.0,318348.0,13.144555927164623,0.9909571393178628,34.50909090909091,-0.30962600779402544,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Sheikhpura,3199.0,68511.0,21.4096875,0.9934354485776805,56.54545454545455,-0.11569588925622813,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Sheikpura,29.0,311.0,10.366666666666667,1.0,11.0,-0.37480541707818216,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Sheohar,3262.0,64162.0,19.66349984676678,0.9966278356836297,172.25,-0.15666781760323034,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Sitamarhi,42232.0,351848.0,8.33111547841735,0.936138473195681,7.6645663454410675,-0.42256686887700967,False,GREEN: Enrolment Van,Stable in current zone
Bihar,Siwan,15311.0,249526.0,16.29610762800418,0.9910521847038077,44.55797101449275,-0.23567911541416892,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Supaul,10411.0,219281.0,21.060411064156742,0.9849197963692249,36.01898734177215,-0.12389118778337616,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,Vaishali,18007.0,323754.0,17.97834295868503,0.9971122341311712,155.79245283018867,-0.19620774170251104,False,YELLOW: Hybrid Center,Stable in current zone
Bihar,West Champaran,30438.0,400206.0,13.147803804329971,0.9742755765819042,14.776785714285714,-0.3095498007550786,False,GREEN: Enrolment Van,Stable in current zone
Chandigarh,Chandigarh,2720.0,157798.0,57.992649761117235,0.986764705882353,66.83783783783784,0.7426737743410846,False,RED: Express Update Hub,Stable RED zone - long-term update demand
Chandigarh,Mohali,0.0,11.0,11.0,,,-0.3599451081617523,False,GREEN: Enrolment Van,Stable in current zone
Chandigarh,Rupnagar,3.0,34.0,8.5,1.0,3.0,-0.4186042223055544,False,GREEN: Enrolment Van,Stable in current zone
Chhatisgarh,Raipur,0.0,9.0,9.0,,,-0.406872399476794,False,GREEN: Enrolment Van,Stable in current zone
